opid,operator,atype,remarks,phase_of_flt,ac_mass,num_engs,date,time_of_day,state,height,speed,effect,sky,species,birds_seen,birds_struck
AAL,AMERICAN AIRLINES,MD-80,FLT 1004 HAD NO REPTD DAMAGE. 5 MI S OF DFW. TIME = 1954Z.,Descent,4,2,5/15/1997 0:00,Day,TX,NA,NA,NA,NA,UNKNOWN BIRD,NA,1
AAL,AMERICAN AIRLINES,DC-9,NA,Climb,4,2,7/18/1997 0:00,Day,CA,50,150,None,No Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,MD-80,ATIS WARNING. NO DAMAGE. HIT LRG WHT BIRD AT 2012 PDT. FLT 74.,Approach,4,2,9/19/1997 0:00,Night,CA,1000,170,None,Overcast,UNKNOWN BIRD - LARGE,NA,1
AAL,AMERICAN AIRLINES,B-767-200,"NO DAMAGE, 2 STRIKES JUST ABOVE PILOT'S WINDOWS.",Climb,4,2,10/1/1997 0:00,Dawn,NY,10,140,None,Some Cloud,UNKNOWN BIRD - SMALL,10-Feb,10-Feb
AAL,AMERICAN AIRLINES,DC-10,"FLT 20 STRUCK A BIRD ON APPROACH, NO DAMAGE.",Approach,4,3,10/1/1997 0:00,Night,NY,NA,NA,NA,NA,UNKNOWN BIRD,NA,1
AAL,AMERICAN AIRLINES,MD-83,"SEVERAL ROTOR BLADES DAMAGED, ENG OPER REMAINED NORMAL.",Climb,4,2,9/11/1997 0:00,Night,MI,500,170,None,Some Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,DC-9-80,"STRUCK NOSE, SPLATTERED F/O'S WINDSCREEN.",Descent,4,2,5/15/1997 0:00,Night,OR,9500,250,None,Some Cloud,UNKNOWN BIRD,NA,1
AAL,AMERICAN AIRLINES,MD-80,HIT 2.,Approach,4,2,10/4/1997 0:00,Day,NA,100,130,None,No Cloud,SWALLOWS,10-Feb,10-Feb
AAL,AMERICAN AIRLINES,MD-82,NO DAMAGE.,Approach,4,2,8/12/1997 0:00,Night,TX,300,130,None,No Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,MD-82,NO DAMAGE. MAINT INSPN TO FOLLOW AFTER WE DEPLANED A/C.,Approach,4,2,10/13/1997 0:00,Day,TX,1900,180,None,No Cloud,UNKNOWN BIRD - SMALL,10-Feb,10-Feb
AAL,AMERICAN AIRLINES,MD-80,BLOOD SPOT ABOVE CENTER WINDSHLD.,Approach,4,2,10/13/1997 0:00,Night,OK,1200,190,None,No Cloud,UNKNOWN BIRD,NA,1
AAL,AMERICAN AIRLINES,MD-80,"DUCK PENETRATED RADOME. 3 STRIKES TO L SIDE OF A/C NOSE, SOME OF  WHICH WERE INGESTED IN #1 ENG. STRIKE TO LE OF RT WING SLAT. UNKN  IF ENG WAS DAMAGED, DAMAGE NOT CHECKED ON ANY PARTS STRUCK  INCLUDING RADOME.",Approach,4,2,1/3/1997 0:00,Night,CA,800,NA,None,No Cloud,MALLARD,NA,10-Feb
AAL,AMERICAN AIRLINES,MD-80,FLT 1183 STRUCK A BIRD ON T/O AT 1548Z. NO APPARENT DAMAGE. FLT  CONTD TO SAN JOSE. DFW FSDO ADZ.,Take-off run,4,2,1/2/1997 0:00,Day,TX,0,NA,None,NA,UNKNOWN BIRD,NA,1
AAL,AMERICAN AIRLINES,B-757-200,NA,Take-off run,4,2,1/15/1997 0:00,Day,NA,0,160,None,No Cloud,UNKNOWN BIRD - SMALL,11-100,10-Feb
AAL,AMERICAN AIRLINES,B-767-300,FLT 956 STRUCK 3 BIRDS ON ARRIVAL. NO DAMAGE. TIME = 0632 LCL.  BLOOD SMEARS ON COCKPIT ROOF & TAIL.,Approach,4,2,3/1/1997 0:00,Dawn,NY,NA,NA,NA,Overcast,SNOW BUNTING,NA,10-Feb
AAL,AMERICAN AIRLINES,MD-83,"LARGE BIRD STRUCK LOWER L RADOME, NO OTHER DAMAGE NOTED. FLT 201?",Climb,4,2,6/27/1997 0:00,Day,NY,400,160,None,No Cloud,HAWKS,NA,1
AAL,AMERICAN AIRLINES,FK-100,"NO DAMAGE, BIRD REMAINS ON RADOME & WINDSHLD",Climb,4,2,6/27/1997 0:00,Day,TX,10000,250,None,No Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,MD-80,FLT 837. DAMAGE UNKN.,Climb,4,2,3/27/1997 0:00,Day,AL,1000,140,NA,No Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,MD-82,BLOOD SPLOTCH ON RT WING LE MIDWAY OUT. TIME = 2040 CLC 3 DOVES  FOUND ON RWY. FLT 455.,Approach,4,2,6/12/1997 0:00,Dusk,TX,100,128,None,Some Cloud,MOURNING DOVE,11-100,10-Feb
AAL,AMERICAN AIRLINES,MD-82,ON CLIMB OUT AS WE PICKED UP RECEDING SUNLIGHT SAW CAPT'S  WINDSCREEN WAS PARTIALLY OBSCURRED. SUSPECT BIRD STRIKE. ON  ARRIVAL FOUND FEATHER/SMUDGE JUST ABOVE RADOME.,Climb,4,2,5/1/1997 0:00,Night,TX,900,180,None,No Cloud,UNKNOWN BIRD - MEDIUM,NA,1
AAL,AMERICAN AIRLINES,MD-80,ATIS WARNING. AIRLINE OPS WAS CALLED & ASKED TO ADZ IF ANY DAMAGE  FOUND UPON LATER INSPN. TIME = 0820 LCL. FLT 726.,Take-off run,4,2,3/7/1997 0:00,Day,CA,0,NA,None,No Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,MD-80,REMAINS OF SMALL BIRD FOUND ON RT MAIN LANDING GEAR DURING POST  FLT INSPN. DO NOT KNOW IF STRIKE OCCURRED DURING T/O OR LDG.,NA,4,2,8/12/1997 0:00,Day,NA,NA,NA,None,No Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,FK-100,NO REPTD DAMAGE/INJURY,Take-off run,4,2,11/16/1997 0:00,Dusk,NY,0,NA,None,Some Cloud,SWALLOWS,NA,1
AAL,AMERICAN AIRLINES,FK-100,DEBRIS SPLATTERED ON BOTH WINDSHLDS. NORMAL LDG. NO DAMAGE.,Approach,4,2,8/24/1997 0:00,Night,TX,2000,180,None,Some Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,B-767-300,BIRD HIT WINDSHDL ON T/D. NO CARCASS FOUND. TIME = 1345 LCL,Landing Roll,4,2,8/12/1997 0:00,Day,NY,0,NA,None,NA,UNKNOWN BIRD,NA,1
AAL,AMERICAN AIRLINES,B-727-200,NA,Descent,4,3,9/28/1997 0:00,Day,TX,11000,NA,None,NA,UNKNOWN BIRD - SMALL,NA,10-Feb
AAL,AMERICAN AIRLINES,FK-100,SPARROW TYPE BIRD.,Take-off run,4,2,2/22/1997 0:00,Day,NC,0,100,None,No Cloud,UNKNOWN BIRD - SMALL,10-Feb,10-Feb
AAL,AMERICAN AIRLINES,B-767-300,"FEMALE GADWALL STRUCK BY #2 ENG WHILE OVER THRESHOLD. PILOT HEARD  DOUBLE THUMP. MAYBE 2 BIRDS WERE STRUCK. NO ADVERSE EFFECT ON  INSTRUMENT READINGS ON ENG. A/C IS SCHEDULED TO CONTD TO PARIS.  MAINT DOES NOT BELIEVE ANYTHING ENTERED THE COMPRESSOR. HEAVY  FOG, TEMP = 45F, WIND CALM.",Approach,4,2,1/5/1997 0:00,Night,NY,NA,NA,NA,Overcast,GADWALL,NA,1
AAL,AMERICAN AIRLINES,MD-80,NO DAMAGE,Approach,4,2,10/5/1997 0:00,Day,DC,NA,NA,None,Some Cloud,UNKNOWN BIRD - MEDIUM,10-Feb,1
AAL,AMERICAN AIRLINES,MD-82,NO DAMAGE. TIME = 2043 CDT. ATIS WARNING.,Approach,4,2,7/2/1997 0:00,Dusk,TX,300,135,None,No Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,DC-9-80,SOMETIME BETWEEN START OF T/O ROLL AND 8000 MSL A BIRD STRUCK THE  A/C BETWEEN F/O'S SLIDING WINDOW & AFT WINDOW LEAVING TRAIL ON  AFT WINDOW. FLT PROCEEDED NORMALLY. NO PROBLEMS FOUND BY MAINT ON  INSPN.,NA,4,2,4/5/1997 0:00,Day,TX,NA,NA,None,No Cloud,UNKNOWN BIRD,NA,1
AAL,AMERICAN AIRLINES,B-727-200,TIME =1320 LCL. NO DAMAGE. FLT 202.,Landing Roll,4,3,5/3/1997 0:00,Day,IL,0,112,None,Overcast,BONAPARTES GULL,11-100,10-Feb
AAL,AMERICAN AIRLINES,MD-82,STRUCK GULL W/ AFT LDG GEAR DOOR OF NOSE GEAR. DOOR WAS REPLACED  DUE TO DAMAGE. GULL THEN WENT INTO #1 ENG. NO DAMAGE TO ENG.,Approach,4,2,6/28/1997 0:00,Day,NY,1700,140,None,No Cloud,GULLS,10-Feb,1
AAL,AMERICAN AIRLINES,MD-80,"FLT 1320 HAD A BIRD STRIKE ENRT FROM DENVER TO O'HARE. NO DAMAGE.  # BIRDS STRUCK NOT REPTD, ASSUME 1.",En Route,4,2,7/14/1998 0:00,Day,NA,NA,NA,NA,NA,UNKNOWN BIRD,NA,1
AAL,AMERICAN AIRLINES,B-727,"ON SHORT FINAL, SUSPECTED BIRD STRIKE NEAR BOTTOM OF FUSELAGE,  LARGE HAWK-TYPE BIRD. POSSIBLY BIRD STRIKE.",Approach,4,3,1/8/1998 0:00,Day,TX,100,140,None,Some Cloud,HAWKS,NA,1
AAL,AMERICAN AIRLINES,A-300,NA,Climb,4,2,5/27/1997 0:00,Day,FL,50,155,None,No Cloud,UNKNOWN BIRD - MEDIUM,NA,1
AAL,AMERICAN AIRLINES,MD-82,"FLT 700 RETD TO DFW DUE TO #1 ENG FLAMEOUT. LNDG SAFELY W/O  INCID. TIME = 1238Z. BIRD ID BY ROXIE, SMITHSONIAN. SEVERAL FAN  BLADES BENT OVER & TORN OUTBOARD & ADJACENT BLADES SHOWED DAMAGE  FROM LIBERATED FAN BLADE MATERIAL. COMPRESSOR STAGE BLADE DAMAGE  FRONT/REAR. FAN CASES GOUGED DEEPLY IN ACOUSTIC MATERIAL, GUIDE  VANES DAMAGED. 1ST STATOR VANES CAME OUT OF INNER SHROUD DUE TO  ENG STALLS. BIRD SMUDGES ON INNER COWL LIP, BULLET & INLET GUIDE  VANES.  FEATHERS & GUTS ON MIXER DUCT STRIKE. BIRD SMELL IN  CABIN. BIRD REMAINS ON LE WING, NO DAMAGE. (DATA ENTRY NOTE: AIRLINE  REPTD N# AS 432AA)",Climb,4,2,2/28/1997 0:00,Day,TX,NA,NA,Precautionary Landing,NA,GREEN-WINGED TEAL,NA,1
AAL,AMERICAN AIRLINES,MD-83,NO DAMAGE.,Approach,4,2,3/1/1998 0:00,Dusk,IL,100,135,None,Overcast,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,MD-83,NA,Climb,4,2,12/9/1997 0:00,Day,FL,300,160,None,Some Cloud,VULTURES,11-100,1
AAL,AMERICAN AIRLINES,MD-83,NO ENG ANOMALIES OR ADVERSE YAW. CONTD T/O. NO PROBLEMS.,Take-off run,4,2,8/18/1997 0:00,Day,IL,0,120,None,Overcast,AMERICAN KESTREL,NA,1
AAL,AMERICAN AIRLINES,FK-100,"2 BIRD STRIKES ON RADOME, POSSIBLE OTHERS. NO DAMAGE.",Approach,4,2,2/21/1997 0:00,Day,TX,40,140,None,Overcast,UNKNOWN BIRD - SMALL,11-100,10-Feb
AAL,AMERICAN AIRLINES,MD-82,NA,Take-off run,4,2,1/1/1997 0:00,Day,TX,0,160,None,Overcast,BLACKBIRDS,NA,1
AAL,AMERICAN AIRLINES,MD-82,BIRD TOOK OUT RT WING LDG LITE & ASSEMBLY,Approach,4,2,8/6/1997 0:00,Day,TX,NA,NA,None,No Cloud,UNKNOWN BIRD - MEDIUM,NA,1
AAL,AMERICAN AIRLINES,MD-82,ABOUT 10 BLACKBIRDS CAME UP JUST UNDER THE RADOME PRIOR TO LDG.  NO DAMAGE.,Approach,4,2,7/15/1997 0:00,Dusk,TX,100,140,None,Overcast,BLACKBIRDS,10-Feb,1
AAL,AMERICAN AIRLINES,A-300,FLT 588 HIT A KESTREL ON ARRIVAL AT 1642. NO DAMAGE. CAPT STATES  HE SAW A LG BLK OBJECT PASS HIS L WINDOW & HIT THE SIDE OF THE  A/C .,Approach,4,2,3/15/1997 0:00,Day,NY,NA,NA,NA,No Cloud,AMERICAN KESTREL,NA,1
AAL,AMERICAN AIRLINES,B-727-200,"VERY SLIGHT EVIDENCE OF BIRD STRIKE ON RT OUTBOARD MAIN LDG GEAR  DOOR, BUT NO DAMAGE. TIME = 2327Z.",Climb,4,3,5/10/1997 0:00,Day,FL,10,160,None,Some Cloud,HAWKS,NA,1
AAL,AMERICAN AIRLINES,FK-100,I BELIEVE THERE WAS NO DAMAGE. A SMALL BIRD STRUCK BSE OF F/O'S  WINDSHLD.,Approach,4,2,5/1/1997 0:00,Night,NJ,200,135,None,No Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,FK-100,NO DAMAGE,Climb,4,2,4/30/1997 0:00,Dusk,IL,800,160,None,Some Cloud,UNKNOWN BIRD - SMALL,11-100,10-Feb
AAL,AMERICAN AIRLINES,DC-9-80,ATIS WARNING.,Landing Roll,4,2,2/27/1997 0:00,Day,TX,0,100,None,Overcast,SPARROWS,11-100,1
AAL,AMERICAN AIRLINES,MD-80,STRUCK 2 BIRDS. NO REPTD DAMAGE. FLT 1807.,Landing Roll,4,2,8/6/1998 0:00,Day,CA,0,NA,NA,NA,UNKNOWN BIRD - SMALL,NA,10-Feb
AAL,AMERICAN AIRLINES,B-727,"# BIRDS STRUCK NOT REPTD, ASSUME 1.",Approach,4,3,5/7/1998 0:00,Day,MD,500,145,None,No Cloud,UNKNOWN BIRD - MEDIUM,10-Feb,1
AAL,AMERICAN AIRLINES,MD-82,FLT 341,Take-off run,4,2,1/25/1997 0:00,Dusk,NY,0,NA,None,Overcast,GULLS,NA,1
AAL,AMERICAN AIRLINES,FK-100,NO DAMAGE NOTED,Descent,4,2,7/11/1997 0:00,Night,TX,4000,250,None,No Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,MD-82,"A/C STRUCK 437 BLACKBIRDS ON DEPARTURE ABOUT 2/3 DOWN RWY.  RWY WAS CLOSED 1 HR FOR CLEANUP. A/C RETD TO DFW & LANDED W/O  INCIDENT. NO INJURIES. ALL ENG READINGS WERE NORMAL. SUBSTANTIAL  DAMAGE WAS FOUND ON VARIOUS PARTS OF THE A/C. #1 ENG WAS  REPLACED. MOST OF THE A/C WAS STRUCK.  PERSONNEL WERE SENT TO DISPERSE ANOTHER LRG FLOCK ON THE AIRFIELD. (DATA ENTRY NOTE: DURING A  TALK AT BSCUSA/CANADA, RANDY ALEXANDER FROM GEO MARINE SAID THIS  STRIKE COST OVER $1 MILLION.",Climb,4,2,1/7/1997 0:00,Day,TX,50,180,Precautionary Landing,Overcast,BLACKBIRDS,NA,Over 100
AAL,AMERICAN AIRLINES,MD-82,"PILOT REPTD STRIKING A BIRD ON LDG. OWL FOUND ON RWY, WHOLE AND  INTACT. NO DAMAGE TO A/C. TIME = 2038 LCL.",Landing Roll,4,2,12/14/1997 0:00,Night,OR,0,NA,None,Overcast,BARN OWL,NA,1
AAL,AMERICAN AIRLINES,FK-28-1000,MAINT. INSPCTD FUSELAGE & ENGS. NO BIRD STRIKE DAMAGE NOTICED.,Landing Roll,4,2,4/28/1997 0:00,Day,TN,0,120,None,Overcast,UNKNOWN BIRD - MEDIUM,10-Feb,1
AAL,AMERICAN AIRLINES,FK-100,HIT CENTER WINDSHLD IN MIDDLE WHERE SUPPORT BAR JOINS TOGETHER.  NO DAMAGE AS WE COULD TELL. ONLY SOME BLOOD 7 FEATHERS ON F/O  SIDE.,Climb,4,2,7/13/1997 0:00,Day,KY,7500,250,None,Some Cloud,UNKNOWN BIRD - MEDIUM,NA,1
AAL,AMERICAN AIRLINES,MD-82,NO DAMAGE. FLT 550.,Take-off run,4,2,5/23/1997 0:00,Dawn,FL,0,150,None,Overcast,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,B-727-200,"EFFECT ON FLT, DISTRACTION CAUSED LESS THAN EXEMPLARY LDG. ATIS  WARNING.",Approach,4,3,7/17/1997 0:00,Day,FL,2,110,Other,Some Cloud,GULLS,NA,10-Feb
AAL,AMERICAN AIRLINES,MD-80,SMALL TO MED.,Approach,4,2,10/16/1997 0:00,Night,AZ,300,210,None,No Cloud,UNKNOWN BIRD - MEDIUM,NA,1
AAL,AMERICAN AIRLINES,MD-80,"2 BIRDS STRUCK A/C DURING T/O. NO DAMAGE. STARLINGS, MAYBE?",Take-off run,4,2,6/18/1997 0:00,Day,QC,0,125,None,No Cloud,EUROPEAN STARLING,10-Feb,10-Feb
AAL,AMERICAN AIRLINES,B-727-200,NO DAMAGE/INJURY,Take-off run,4,3,8/7/1997 0:00,Day,IL,0,130,NA,No Cloud,EUROPEAN STARLING,NA,1
AAL,AMERICAN AIRLINES,B-727-200,NO DAMAGE.,Approach,4,3,8/10/1997 0:00,Day,TX,10,130,None,Some Cloud,UNKNOWN BIRD - SMALL,10-Feb,1
AAL,AMERICAN AIRLINES,MD-80,NA,Approach,4,2,9/28/1997 0:00,Day,TX,400,140,None,No Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,FK-100,"ON BASE FOR VISUAL APPCH, STRUCK UNSEEN BIRD ON RADOME.",Approach,4,2,2/18/1997 0:00,Night,AL,5000,210,None,No Cloud,UNKNOWN BIRD - LARGE,NA,1
AAL,AMERICAN AIRLINES,B-727,NO DAMAGE.,Approach,4,3,10/3/1998 0:00,Night,GA,NA,NA,None,Some Cloud,UNKNOWN BIRD - SMALL,NA,1
AAL,AMERICAN AIRLINES,FK-28-1000,"VERY DARK, SAW SOMETHING HIT NOSE OF A/C & SPRAY DEBRIS ON LWR RT  CORNER OF L WINDSCREEN. APPEARED TO BE LRG INSECT. UPON INSPN,  FOUND FEATHERS IN DEBRIS. NO DAMAGE. TIME = 2020 CDT.",Approach,4,2,9/20/1997 0:00,Night,TX,1500,160,None,Some Cloud,UNKNOWN BIRD - SMALL,NA,1
