# name: context2
# attribute -- name: Test1, description: Student taking a standardized test that has a mean score of 100 and a standard deviation of 20., type: numeric, unit: Points, editable: true, formula: random(20&comma;100)
# attribute -- name: Test2, description: Student taking a standardized test that has a mean score of 100 and a standard deviation of 20., type: numeric, unit: Points, editable: true, formula: random(20&comma;100)
# attribute -- name: Test3, description: Student taking a standardized test that has a mean score of 100 and a standard deviation of 20., type: numeric, unit: Points, editable: true, formula: random(20&comma;100)
# attribute -- name: Test4, description: Student taking a standardized test that has a mean score of 100 and a standard deviation of 20., type: numeric, unit: Points, editable: true, formula: random(20&comma;100)
# attribute -- name: Test5, description: Student taking a standardized test that has a mean score of 100 and a standard deviation of 20., type: numeric, unit: Points, editable: true, formula: random(20&comma;100)
# attribute -- name: Test6, description: Student taking a standardized test that has a mean score of 100 and a standard deviation of 20., type: numeric, unit: Points, editable: true, formula: random(20&comma;100)
# attribute -- name: max2, description: Take the larger of Test2 or Test 1, type: numeric, unit: Points, editable: true, formula: Test1 > Test2? Test1 : Test2
# attribute -- name: max3, description: Take the larger of max2 or Test3, unit: Points, editable: true, formula: max2 > Test3? max2: Test3
# attribute -- name: max4, description: Take the larger of max3 or Test 4, type: numeric, unit: Points, editable: true, formula: max3 > Test4? max3 : Test4
# attribute -- name: max5, description: Take the larger of max4 or Test5, type: numeric, unit: Points, editable: true, formula: max4 > Test5? max4:Test5
# attribute -- name: max6, description: Take the larger of max5 or Test6, type: numeric, unit: Points, editable: true, formula: max5 > Test6? max5 : Test6
Test1,Test2,Test3,Test4,Test5,Test6,max2,max3,max4,max5,max6
86.14572887420965,31.02562845806218,65.51429661794707,40.82677916053904,38.66090066083416,54.07560884098285,86.14572887420965,86.14572887420965,86.14572887420965,86.14572887420965,86.14572887420965
84.15632679206863,93.15259712194559,46.44455979024224,58.14467080526663,38.7777046699938,91.307059109151,93.15259712194559,93.15259712194559,93.15259712194559,93.15259712194559,93.15259712194559
78.44049442210766,39.73353858236037,57.75382829399267,37.85467048805641,65.79996172414425,44.61789524600029,78.44049442210766,78.44049442210766,78.44049442210766,78.44049442210766,78.44049442210766
67.54323028470978,71.362096884236,38.25012954154711,73.73021532312661,47.81843654607735,69.98624905292391,71.362096884236,71.362096884236,73.73021532312661,73.73021532312661,73.73021532312661
77.35584923096454,98.01951702679612,98.87013012421427,43.501033698431414,37.853719542627466,64.90076735005749,98.01951702679612,98.87013012421427,98.87013012421427,98.87013012421427,98.87013012421427
85.46446634703332,63.638443892949006,62.90049555615237,58.86884977561188,96.73880125273334,81.4626268504752,85.46446634703332,85.46446634703332,85.46446634703332,96.73880125273334,96.73880125273334
62.47125431143345,51.76321500542036,32.96927150575235,35.70618781068758,76.50704188447568,74.41754300061228,62.47125431143345,62.47125431143345,62.47125431143345,76.50704188447568,76.50704188447568
96.16518286796547,72.58243810122804,28.920303576184267,96.92084247170317,56.71679138078774,54.102941134087494,96.16518286796547,96.16518286796547,96.92084247170317,96.92084247170317,96.92084247170317
45.594242995351884,83.05707885955795,59.02310701344841,42.13264096114794,50.81673776881345,77.71227729808973,83.05707885955795,83.05707885955795,83.05707885955795,83.05707885955795,83.05707885955795
71.74007873079834,72.72994386733811,51.892320524159445,24.40226568951621,47.61718139856201,46.73590472445977,72.72994386733811,72.72994386733811,72.72994386733811,72.72994386733811,72.72994386733811
77.68940130139808,49.175699174997966,84.92110414572245,48.07240059734067,79.33895535023044,53.04653542386872,77.68940130139808,84.92110414572245,84.92110414572245,84.92110414572245,84.92110414572245
49.76107159713521,49.04256016119697,62.91780138583253,99.29559433713827,85.74921560739196,68.02340017328217,49.76107159713521,62.91780138583253,99.29559433713827,99.29559433713827,99.29559433713827
54.787154071747715,87.66347377095992,83.52876288743076,51.386053957233564,36.36646694647483,28.333655352617217,87.66347377095992,87.66347377095992,87.66347377095992,87.66347377095992,87.66347377095992
32.96149208187156,54.08266121900836,77.44691105686604,86.3650142435347,48.440252732367995,65.4044642531185,54.08266121900836,77.44691105686604,86.3650142435347,86.3650142435347,86.3650142435347
42.2398751092873,37.243201427254974,69.26448874657677,29.147843347036275,64.61178609063168,56.72295756315727,42.2398751092873,69.26448874657677,69.26448874657677,69.26448874657677,69.26448874657677
57.75851440601051,73.4344681179405,90.33278608345758,49.4975641379846,67.84744088655127,24.841694812229402,73.4344681179405,90.33278608345758,90.33278608345758,90.33278608345758,90.33278608345758
40.341898250960526,68.72826529250679,58.667141888150425,25.997910586140378,88.42048561899514,43.61553764901285,68.72826529250679,68.72826529250679,68.72826529250679,88.42048561899514,88.42048561899514
74.49043960863511,39.29894462733253,33.74164679928431,25.657031163636983,31.126460023575284,62.34476437655613,74.49043960863511,74.49043960863511,74.49043960863511,74.49043960863511,74.49043960863511
74.86375087239324,84.17217002860413,48.94225553049616,34.274287725289135,21.613245551363313,71.85869419682544,84.17217002860413,84.17217002860413,84.17217002860413,84.17217002860413,84.17217002860413
88.22376795631402,83.06785563126955,60.51084778916943,75.93195271962094,57.09618859822251,67.22377739209357,88.22376795631402,88.22376795631402,88.22376795631402,88.22376795631402,88.22376795631402
47.815220775604,47.60065524652181,43.14919645400635,51.85864697491428,31.407099179555182,96.30521683676585,47.815220775604,47.815220775604,51.85864697491428,51.85864697491428,96.30521683676585
70.56454850341936,31.114697504834545,75.3536186898171,26.24730536726507,38.02812786759696,47.75088644088581,70.56454850341936,75.3536186898171,75.3536186898171,75.3536186898171,75.3536186898171
45.8037123621106,94.45015427098937,91.83471283152738,56.55582780133602,21.45763917641129,34.6379725833681,94.45015427098937,94.45015427098937,94.45015427098937,94.45015427098937,94.45015427098937
89.1934153920708,65.2257383527315,36.43613210734724,81.83965661035737,74.00064875995142,66.0028284639954,89.1934153920708,89.1934153920708,89.1934153920708,89.1934153920708,89.1934153920708
93.60732853294172,48.20590812322272,59.451398883585995,95.18761265116781,64.46935360132402,90.65120398161736,93.60732853294172,93.60732853294172,95.18761265116781,95.18761265116781,95.18761265116781
51.023813554003084,87.36692866869615,26.57047928313621,77.24888268559289,25.767499667471245,86.77476303257329,87.36692866869615,87.36692866869615,87.36692866869615,87.36692866869615,87.36692866869615
90.12437995577277,22.431274432156645,82.69718078407224,46.703543866772335,58.29647732157742,73.29070204223962,90.12437995577277,90.12437995577277,90.12437995577277,90.12437995577277,90.12437995577277
49.020074016844156,78.69735253739984,77.23407488302621,64.87942294874186,60.70812208897314,68.03252689862035,78.69735253739984,78.69735253739984,78.69735253739984,78.69735253739984,78.69735253739984
52.82314869707822,66.6141121807139,51.537605518561875,28.80469876992139,92.22303227013612,54.95745214935092,66.6141121807139,66.6141121807139,66.6141121807139,92.22303227013612,92.22303227013612
97.67458434715165,44.90690547901544,83.08438322464069,85.8081975981915,29.674988483621974,51.70820807424992,97.67458434715165,97.67458434715165,97.67458434715165,97.67458434715165,97.67458434715165
57.47644590364455,61.211731681803286,87.66406997641612,29.298592950246825,39.574754487000575,20.159794976646364,61.211731681803286,87.66406997641612,87.66406997641612,87.66406997641612,87.66406997641612
95.98867095894602,65.07490997134829,83.41409295438838,78.72421393282346,92.14996717007112,59.85875921001672,95.98867095894602,95.98867095894602,95.98867095894602,95.98867095894602,95.98867095894602
33.72471568959612,44.709960289915784,88.60910608730302,76.65991044630671,49.090914713388905,85.49948403810632,44.709960289915784,88.60910608730302,88.60910608730302,88.60910608730302,88.60910608730302
35.381515939765286,47.818542262943666,75.2279293923153,58.27747955340265,93.6906332638358,35.75637186215538,47.818542262943666,75.2279293923153,75.2279293923153,93.6906332638358,93.6906332638358
82.57581622679109,78.31752623286178,68.42398200046524,97.14771773747579,91.51980641793838,66.5720366400646,82.57581622679109,82.57581622679109,97.14771773747579,97.14771773747579,97.14771773747579
34.68243895834434,21.305244482558862,51.6848475968219,73.90682747821154,88.33878432144441,98.67098365398309,34.68243895834434,51.6848475968219,73.90682747821154,88.33878432144441,98.67098365398309
85.41060215608965,79.67454923125052,74.4023184651805,26.115159683854277,35.606420439650826,86.77991864803835,85.41060215608965,85.41060215608965,85.41060215608965,85.41060215608965,86.77991864803835
61.98118890459171,31.581601867859888,26.848906908539547,82.88232223824895,33.82206425167317,60.446624114530174,61.98118890459171,61.98118890459171,82.88232223824895,82.88232223824895,82.88232223824895
87.59966461219199,27.770983842482657,47.191902186874195,97.81234329893535,36.77976545863209,49.01418684070616,87.59966461219199,87.59966461219199,97.81234329893535,97.81234329893535,97.81234329893535
48.63120963579313,24.14920267519502,78.64376338820713,88.07719544273836,33.39223227099573,72.24309353648266,48.63120963579313,78.64376338820713,88.07719544273836,88.07719544273836,88.07719544273836
83.3857728994923,80.74327218603892,24.234799106879024,56.01109603344292,70.11676977742692,82.8431475070245,83.3857728994923,83.3857728994923,83.3857728994923,83.3857728994923,83.3857728994923
89.19839581854689,94.22825953016195,20.46468726239499,31.989043356250903,88.30870376905813,73.98868219792365,94.22825953016195,94.22825953016195,94.22825953016195,94.22825953016195,94.22825953016195
65.78572736063151,84.7157569166163,30.52613123479489,29.194782763538633,92.19949820635279,30.000925693932032,84.7157569166163,84.7157569166163,84.7157569166163,92.19949820635279,92.19949820635279
43.13142894854015,93.28919481436478,79.77307361875071,42.26129286868043,95.99178714730944,23.178971697429553,93.28919481436478,93.28919481436478,93.28919481436478,95.99178714730944,95.99178714730944
73.83256871525143,52.37283654054799,39.61786086914826,72.71704513808345,47.70449845982106,31.59399530302565,73.83256871525143,73.83256871525143,73.83256871525143,73.83256871525143,73.83256871525143
32.36435484644693,69.24153468340356,32.85222073301746,65.31543493470315,79.194497961503,93.87189059399107,69.24153468340356,69.24153468340356,69.24153468340356,79.194497961503,93.87189059399107
90.5357434016259,51.818292281703066,40.01104309704468,91.91406196474516,46.86480701652174,40.71481676008578,90.5357434016259,90.5357434016259,91.91406196474516,91.91406196474516,91.91406196474516
38.55615107562943,60.18361666609189,83.89692191302127,87.09884540354193,98.70781731990905,82.8590898682902,60.18361666609189,83.89692191302127,87.09884540354193,98.70781731990905,98.70781731990905
38.41611658652646,84.88755293065189,38.77002114728637,90.70865795872764,60.23481328494885,44.60746725226941,84.88755293065189,84.88755293065189,90.70865795872764,90.70865795872764,90.70865795872764
76.77208728448402,62.214761310903384,91.06666589843681,93.20500865962438,24.852813061691883,50.581737330856065,76.77208728448402,91.06666589843681,93.20500865962438,93.20500865962438,93.20500865962438
54.07935655689392,63.265859991319,54.60719914743333,87.91586863921962,54.86055911413116,43.162483894744376,63.265859991319,63.265859991319,87.91586863921962,87.91586863921962,87.91586863921962
